Reference_ID,Title,DOI,Alt_DOI,Date,Journal,Author,Citation (Nature style),Publication Title,ISBN,ISSN,Url,Date Added,Access Date,Pages,Issue,Volume,Journal Abbreviation
217,Spatial and Temporal Association of Outbreaks of H5N1 Influenza Virus Infection in Wild Birds with the 0°C Isotherm,10.1371/journal.ppat.1000854,,2010,PLOS Pathogens,"Reperant, Leslie A.; Fučkar, Neven S.; Osterhaus, Albert D. M. E.; Dobson, Andrew P.; Kuiken, Thijs","Reperant, L. A., Fučkar, N. S., Osterhaus, A. D. M. E., Dobson, A. P. & Kuiken, T. Spatial and Temporal Association of Outbreaks of H5N1 Influenza Virus Infection in Wild Birds with the 0°C Isotherm. PLoS Pathog 6, e1000854 (2010).",PLoS Pathogens,,1553-7374,https://dx.plos.org/10.1371/journal.ppat.1000854,6/10/24 14:39,6/10/24 14:39,e1000854,4,6,PLoS Pathog
218,"Tendência temporal da leptospirose e sua associação com variáveis climáticas e ambientais em Santa Catarina, Brasil",10.1590/1413-81232022273.45982020,,2022,Ci√É¬™ncia & Sa√É¬∫de coletiva,"Silva, Ana Elisa Pereira; Latorre, Maria Do Rosário Dias De Oliveira; Chiaravalloti Neto, Francisco; Conceição, Gleice Margarete De Souza","Silva, A. E. P., Latorre, M. D. R. D. D. O., Chiaravalloti Neto, F. & Conceição, G. M. D. S. Tendência temporal da leptospirose e sua associação com variáveis climáticas e ambientais em Santa Catarina, Brasil. Ciênc. saúde coletiva 27, 849–860 (2022).",Ciência & Saúde Coletiva,,"1678-4561, 1413-8123",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232022000300849&tlng=pt,6/10/24 14:39,6/10/24 14:39,849-860,3,27,Ciênc. saúde coletiva
219,The Ecology of Nipah Virus in Bangladesh: A Nexus of Land-Use Change and Opportunistic Feeding Behavior in Bats,https://doi.org/10.3390/v13020169,,2021,MDPI Viruses,"McKee, Clifton D.; Islam, Ausraful; Luby, Stephen P.; Salje, Henrik; Hudson, Peter J.; Plowright, Raina K.; Gurley, Emily S.","McKee, C. D. et al. The Ecology of Nipah Virus in Bangladesh: A Nexus of Land-Use Change and Opportunistic Feeding Behavior in Bats. Viruses 13, 169 (2021).",Viruses,,1999-4915,https://www.mdpi.com/1999-4915/13/2/169,6/10/24 14:47,6/10/24 14:47,169,2,13,Viruses
221,Tick infestation on roe deer in relation to geographic and remotely sensed climatic variables in a tick-borne encephalitis endemic area,10.1017/S0950268807000039,,2008,Epidemiology and Infection,"Carpi, G.; Cagnacci, F.; Neteler, M.; Rizzoli, A.","Carpi, G., Cagnacci, F., Neteler, M. & Rizzoli, A. Tick infestation on roe deer in relation to geographic and remotely sensed climatic variables in a tick-borne encephalitis endemic area. Epidemiol. Infect. 136, 1416–1424 (2008).",Epidemiology and Infection,,"0950-2688, 1469-4409",https://www.cambridge.org/core/product/identifier/S0950268807000039/type/journal_article,6/10/24 14:39,6/10/24 14:39,1416-1424,10,136,Epidemiol. Infect.
222,Tick-borne encephalitis in Sweden and climate change,https://doi.org/10.1016/S0140-6736(00)05250-8,,2001,The Lancet,"Lindgren, Elisabet; Gustafson, Rolf","Lindgren, E. & Gustafson, R. Tick-borne encephalitis in Sweden and climate change. The Lancet 358, 16–18 (2001).",The Lancet,,1406736,https://linkinghub.elsevier.com/retrieve/pii/S0140673600052508,6/10/24 14:39,6/10/24 14:39,16-18,9275,358,The Lancet
224,"Climate factors driven typhus group rickettsiosis incidence dynamics in Xishuangbanna Dai autonomous prefecture of Yunnan province in China, 2005–2017",https://doi.org/10.1186/s12940-019-0558-3,,2020,BMC Environmental Health,"Gao, Yuan; Niu, Yanlin; Sun, Wanwan; Liu, Keke; Liu, Xiaobo; Zhao, Ning; Yue, Yujuan; Wu, Haixia; Meng, Fengxia; Wang, Jun; Wang, Xueshuang; Liu, Qiyong","Gao, Y. et al. Climate factors driven typhus group rickettsiosis incidence dynamics in Xishuangbanna Dai autonomous prefecture of Yunnan province in China, 2005–2017. Environ Health 19, 3 (2020).",Environmental Health,,1476-069X,https://ehjournal.biomedcentral.com/articles/10.1186/s12940-019-0558-3,6/10/24 14:47,6/10/24 14:47,3,1,19,Environ Health
225,"Effect of Meteorological Factors on Hyalomma Species Composition and Their Host Preference, Seasonal Prevalence and Infection Status to Crimean-Congo Haemorrhagic Fever in Iran",https://pubmed.ncbi.nlm.nih.gov/31879667,PMID: 31879667,2019,Journal of Arthropod Borne Diseases,"Choubdar, Nayyereh; Oshaghi, Mohammad Ali; Rafinejad, Javad; Pourmand, Mohammad Reza; Maleki-Ravasan, Naseh; Salehi-Vaziri, Mostafa; Telmadarraiy, Zakkyeh; Karimian, Fateh; Koosha, Mona; Rahimi-Foroushani, Abbas; Masoomi, Safdar; Arzamani, Kourosh; Nejati, Jalil; Karami, Mohsen; Mozaffari, Ehsan; Salim-Abadi, Yaser; Moradi-Asl, Eslam; Taghilou, Behrooz; Shirani, Manouchehr","Choubdar, N. et al. Effect of Meteorological Factors on Hyalomma Species Composition and Their Host Preference, Seasonal Prevalence and Infection Status to Crimean-Congo Haemorrhagic Fever in Iran. J Arthropod Borne Dis 13, 268–283 (2019).",Journal of Arthropod-Borne Diseases,,2322-1984,,6/10/24 14:42,,268-283,3,13,J Arthropod Borne Dis
227,Weather Variability and the Incidence of Cryptosporidiosis: Comparison of Time Series Poisson Regression and SARIMA Models,10.1016/j.annepidem.2007.03.020,,2007,Annals of Epidemiology,"Hu, Wenbiao; Tong, Shilu; Mengersen, Kerrie; Connell, Des","Hu, W., Tong, S., Mengersen, K. & Connell, D. Weather Variability and the Incidence of Cryptosporidiosis: Comparison of Time Series Poisson Regression and SARIMA Models. Annals of Epidemiology 17, 679–688 (2007).",Annals of Epidemiology,,10472797,https://linkinghub.elsevier.com/retrieve/pii/S1047279707001548,6/10/24 14:42,6/10/24 14:42,679-688,9,17,Annals of Epidemiology
228,"Weather variables and Japanese encephalitis in the metropolitan area of Jinan city, China",10.1016/j.jinf.2007.07.004,,2007,Journal of Infection,"Bi, Peng; Zhang, Ying; Parton, Kevin A.","Bi, P., Zhang, Y. & Parton, K. A. Weather variables and Japanese encephalitis in the metropolitan area of Jinan city, China. Journal of Infection 55, 551–556 (2007).",Journal of Infection,,1634453,https://linkinghub.elsevier.com/retrieve/pii/S0163445307006949,6/10/24 14:42,6/10/24 14:42,551-556,6,55,Journal of Infection
229,Interacting effects of wildlife loss and climate on ticks and tick-borne disease,http://dx.doi.org/10.1098/rspb.2017.0475,,2017,Proceedings of the Royal Society B: Biological sciences,"Titcomb, Georgia; Allan, Brian F.; Ainsworth, Tyler; Henson, Lauren; Hedlund, Tyler; Pringle, Robert M.; Palmer, Todd M.; Njoroge, Laban; Campana, Michael G.; Fleischer, Robert C.; Mantas, John Naisikie; Young, Hillary S.","Titcomb, G. et al. Interacting effects of wildlife loss and climate on ticks and tick-borne disease. Proc. R. Soc. B. 284, 20170475 (2017).",Proceedings of the Royal Society B: Biological Sciences,,"0962-8452, 1471-2954",https://royalsocietypublishing.org/doi/10.1098/rspb.2017.0475,6/10/24 14:52,6/10/24 14:52,20170475,1862,284,Proc. R. Soc. B.
230,"Differential effects of climate, environment, and land use on two sympatric species of <i>Akodon</i>",http://dx.doi.org/10.1080/01650521.2012.736730,,2012,Studies on Neotropical Fauna and Environment√Ç¬†,"Polop, Francisco; Provensal, María Cecilia; Priotto, José; Steinmann, Andrea; Polop, Jaime J.","Polop, F., Provensal, M. C., Priotto, J., Steinmann, A. & Polop, J. J. Differential effects of climate, environment, and land use on two sympatric species of Akodon. Studies on Neotropical Fauna and Environment 47, 147–156 (2012).",Studies on Neotropical Fauna and Environment,,"0165-0521, 1744-5140",http://www.tandfonline.com/doi/abs/10.1080/01650521.2012.736730,6/10/24 14:43,6/10/24 14:43,147-156,3,47,Studies on Neotropical Fauna and Environment
231,Spatial distribution and risk factors of Brucellosis in Iberian wild ungulates,10.1186/1471-2334-10-46,,2010,BMC Infectious Diseases,"Muñoz, Pilar M; Boadella, Mariana; Arnal, Maricruz; De Miguel, María J; Revilla, Miguel; Martínez, David; Vicente, Joaquín; Acevedo, Pelayo; Oleaga, Álvaro; Ruiz-Fons, Francisco; Marín, Clara M; Prieto, José M; De La Fuente, José; Barral, Marta; Barberán, Montserrat; De Luco, Daniel Fernández; Blasco, José M; Gortázar, Christian","Muñoz, P. M. et al. Spatial distribution and risk factors of Brucellosis in Iberian wild ungulates. BMC Infect Dis 10, 46 (2010).",BMC Infectious Diseases,,1471-2334,https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-10-46,6/10/24 14:52,6/10/24 14:52,46,1,10,BMC Infect Dis
232,The landscape configuration of zoonotic transmission of Ebola virus disease in West and Central Africa: interaction between population density and vegetation cover,http://dx.doi.org/10.7717/peerj.735,,2015,PeerJ,"Walsh, Michael G.; Haseeb, Ma","Walsh, M. G. & Haseeb, M. The landscape configuration of zoonotic transmission of Ebola virus disease in West and Central Africa: interaction between population density and vegetation cover. PeerJ 3, e735 (2015).",PeerJ,,2167-8359,https://peerj.com/articles/735,6/10/24 14:43,6/10/24 14:43,e735,,3,
233,Estimating Hantavirus Risk in Southern Argentina: A GIS-Based Approach Combining Human Cases and Host Distribution,10.3390/v6010201,,2014,MDPI Viruses,"Andreo, Veronica; Neteler, Markus; Rocchini, Duccio; Provensal, Cecilia; Levis, Silvana; Porcasi, Ximena; Rizzoli, Annapaola; Lanfri, Mario; Scavuzzo, Marcelo; Pini, Noemi; Enria, Delia; Polop, Jaime","Andreo, V. et al. Estimating Hantavirus Risk in Southern Argentina: A GIS-Based Approach Combining Human Cases and Host Distribution. Viruses 6, 201–222 (2014).",Viruses,,1999-4915,https://www.mdpi.com/1999-4915/6/1/201,6/10/24 14:43,6/10/24 14:43,201-222,1,6,Viruses
234,"Modeling Potential Distribution of Oligoryzomys longicaudatus, the Andes Virus (Genus: Hantavirus) Reservoir, in Argentina",10.1007/s10393-011-0719-5,,2011,EcoHealth,"Andreo, Verónica; Glass, Gregory; Shields, Timothy; Provensal, Cecilia; Polop, Jaime","Andreo, V., Glass, G., Shields, T., Provensal, C. & Polop, J. Modeling Potential Distribution of Oligoryzomys longicaudatus, the Andes Virus (Genus: Hantavirus) Reservoir, in Argentina. EcoHealth 8, 332–348 (2011).",EcoHealth,,"1612-9202, 1612-9210",http://link.springer.com/10.1007/s10393-011-0719-5,6/10/24 14:44,6/10/24 14:44,332-348,3,8,EcoHealth
236,"Increasing incidence of hemorrhagic fever with renal syndrome could be associated with livestock husbandry in Changchun, Northeastern China",10.1186/1471-2334-14-301,,2014,BMC Infectious Diseases,"Wu, Jing; Wang, Dan-Dan; Li, Xin-Lou; De Vlas, Sake J; Yu, Ya-Qin; Zhu, Jian; Zhang, Ying; Wang, Bo; Yan, Li; Fang, Li-Qun; Liu, Ya-Wen; Cao, Wu-Chun","Wu, J. et al. Increasing incidence of hemorrhagic fever with renal syndrome could be associated with livestock husbandry in Changchun, Northeastern China. BMC Infect Dis 14, 301 (2014).",BMC Infectious Diseases,,1471-2334,https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-14-301,6/10/24 14:44,6/10/24 14:44,301,1,14,BMC Infect Dis
237,"Epidemiology of human leptospirosis in Malaysia, 2004–2012",http://dx.doi.org/10.1016/j.actatropica.2016.01.031,,2016,Acta Tropica,"Benacer, Douadi; Thong, Kwai Lin; Min, Ng Choung; Verasahib, Khebir Bin; Galloway, Renee L.; Hartskeerl, Rudy A.; Souris, Marc; Zain, Siti Nursheena Mohd","Benacer, D. et al. Epidemiology of human leptospirosis in Malaysia, 2004–2012. Acta Tropica 157, 162–168 (2016).",Acta Tropica,,0001706X,https://linkinghub.elsevier.com/retrieve/pii/S0001706X16300419,6/10/24 14:44,6/10/24 14:44,162-168,,157,Acta Tropica
238,Human Leptospirosis Infection in Fiji: An Eco-epidemiological Approach to Identifying Risk Factors and Environmental Drivers for Transmission,10.1371/journal.pntd.0004405,,2016,PLOS neglected tropical diseases,"Lau, Colleen L.; Watson, Conall H.; Lowry, John H.; David, Michael C.; Craig, Scott B.; Wynwood, Sarah J.; Kama, Mike; Nilles, Eric J.","Lau, C. L. et al. Human Leptospirosis Infection in Fiji: An Eco-epidemiological Approach to Identifying Risk Factors and Environmental Drivers for Transmission. PLoS Negl Trop Dis 10, e0004405 (2016).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0004405,6/10/24 14:52,6/10/24 14:52,e0004405,1,10,PLoS Negl Trop Dis
239,Transmission of Toxoplasma gondii in an urban population of domestic cats (Felis catus),10.1016/j.ijpara.2006.07.010,,2006,International Journal for Parasitology: Parasites and Wildlife,"Afonso, Eve; Thulliez, Philippe; Gilot-Fromont, Emmanuelle","Afonso, E., Thulliez, P. & Gilot-Fromont, E. Transmission of Toxoplasma gondii in an urban population of domestic cats (Felis catus). International Journal for Parasitology 36, 1373–1382 (2006).",International Journal for Parasitology,,207519,https://linkinghub.elsevier.com/retrieve/pii/S0020751906002876,6/10/24 14:44,6/10/24 14:44,1373-1382,13,36,International Journal for Parasitology
241,Environmental determinants of the spatial distribution of Echinococcus multilocularis in Hungary,https://doi.org/10.1016/j.vetpar.2013.09.004,,2013,Veterinary Parasitology,"Tolnai, Z.; Széll, Z.; Sréter, T.","Tolnai, Z., Széll, Z. & Sréter, T. Environmental determinants of the spatial distribution of Echinococcus multilocularis in Hungary. Veterinary Parasitology 198, 292–297 (2013).",Veterinary Parasitology,,3044017,https://linkinghub.elsevier.com/retrieve/pii/S0304401713004986,6/10/24 14:44,6/10/24 14:44,292-297,3-Apr,198,Veterinary Parasitology
