Reference_ID,row_unique,Data_ID,Environmental_condition,General_response,Response,Specific_response,Environmental_metric,General_Disease,Disease,Pathogen,Transmission,Transmission_type,Pathogen_genus,vector,Principal_reservoir,Specific_scale,General_Stats_Method,Statistical_method,N.value,temp_altered,Type,Linear_Nonlinear,R.squared,Value,Lower,Upper,Error,Std._error,P.value_general,P.value_specific,Direction,Direction_statement,DOI,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact,measure,n_method,X,Y,es,se,weight,sample.size,var,ci.lo,ci.hi
95,R184,X350,Precipitation,Host infection,Seroprevalence,Pathogen abundance,Annual total,Anaplasmosis,Anaplasmosis,Bacteria,ZVB,Vectored,Anaplasma,Tick,Mammals (multispecies),1,GL(M)M,Generalised linear mixed-effects models,38,NA,Z-score,Linear,NA,0,-0.002,0.002,Std. error,0.002,>0.05,0.99,no change,Discussion,http://dx.doi.org/10.1098/rstb.2016.0116,Africa,Kenya,Laikipia,0.36386,36.805827,2011,2017,1,NA,Anaplasma rodent-borne pathogen,Philosophical Transaction of the Royal Society B: Biological Sciences,5.887,NA,200,36.805827,0.36386,0,NA,NA,NA,NA,NA,NA
95,R186,X352,Precipitation,Host infection,Seroprevalence,Pathogen abundance,Annual total,Bartonellosis,Bartonellosis,Bacteria,ZVB,Vectored,Bartonella,Tick,Mammals (multispecies),1,GL(M)M,Generalised linear mixed-effects models,286,NA,Z-score,Linear,NA,0.002,0.001,0.003,Std. error,0.001,>0.05,0.09,increase,Discussion,http://dx.doi.org/10.1098/rstb.2016.0116,Africa,Kenya,Laikipia,0.36386,36.805827,2011,2017,1,NA,Bartonella rodent-borne pathogen,Philosophical Transaction of the Royal Society B: Biological Sciences,5.887,NA,200,36.805827,0.36386,0.003989422,NA,NA,NA,NA,NA,NA
95,R187,X353,Precipitation,Host infection,Seroprevalence,Pathogen abundance,Annual total,Theileriosis,Theileriosis,Parasite,ZVB,Vectored,Theileria,Tick,Mammals (multispecies),1,GL(M)M,Generalised linear mixed-effects models,22,NA,Z-score,Linear,NA,0.016,0.014,0.018,Std. error,0.002,<0.0001,NA,increase,Discussion,http://dx.doi.org/10.1098/rstb.2016.0116,Africa,Kenya,Laikipia,0.36386,36.805827,2011,2017,1,NA,Theileria rodent-borne pathogen,Philosophical Transaction of the Royal Society B: Biological Sciences,5.887,NA,200,36.805827,0.36386,0.030782183,NA,NA,NA,NA,NA,NA
137,R357,X539,Precipitation,Human disease incidence,Cases,Cases,Monthly mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Pearson correlation,257,NA,Correlation coefficient,Linear,NA,-0.445,NA,NA,NA,NA,>0.05,0.147,decrease,Discussion,http://ijer.skums.ac.ir/article_18768.html,Asia,Iran,Chaharmahal & Bakhtiari,32.020045,50.769563,2011,2016,1,NA,"Potentially unecessary to keep all these points,as itâÂ¢Â¬ÃÂ¬Ã´s the same system but different years, n-value taken from table 3",International Journal of Epidemiologic Research,NA,NA,200,50.769563,32.020045,-0.990898373,0.139717963,NA,257,0.019521109,-1.264745581,-0.717051165
137,R356,X538,Temperature,Human disease incidence,Cases,Cases,Monthly mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Pearson correlation,257,NA,Correlation coefficient,Linear,NA,0.845,NA,NA,NA,NA,<0.01,1.00E-03,increase,Discussion,http://ijer.skums.ac.ir/article_18768.html,Asia,Iran,Chaharmahal & Bakhtiari,32.020045,50.769563,2011,2016,1,NA,"Potentially unecessary to keep all these points,as itâÂ¢Â¬ÃÂ¬Ã´s the same system but different years, n-value taken from table 3",International Journal of Epidemiologic Research,NA,NA,200,50.769563,32.020045,3.150954952,0.233974553,NA,257,0.054744092,2.692364827,3.609545076
261,R733,X984,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,326,0,Correlation coefficient,Linear,NA,0.02,NA,NA,NA,NA,>0.05,NA,no change,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,Eastern Great Plains region,39.5,-96.5,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.03991532,0.11104739,NA,326,0.012331523,-0.177737565,0.257568204
261,R734,X985,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,409,0,Correlation coefficient,Linear,NA,-0.11,NA,NA,NA,NA,<0.05,NA,decrease,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,Great Plains region,44.5,-100,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,-0.220935071,0.099680213,NA,409,0.009936145,-0.416308288,-0.025561853
261,R735,X986,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,652,0,Correlation coefficient,Linear,NA,0.11,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,North Central region,42.5,-88.5,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.221087708,0.078895015,NA,652,0.006224423,0.066453478,0.375721937
261,R736,X987,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,532,0,Correlation coefficient,Linear,NA,-0.01,NA,NA,NA,NA,>0.05,NA,no change,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,Northeast region,42.5,-75,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,-0.019972683,0.086837754,NA,532,0.007540796,-0.190174681,0.150229314
261,R737,X988,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,159,0,Correlation coefficient,Linear,NA,-0.28,NA,NA,NA,NA,<0.05,NA,decrease,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,Northwest region,45.5,-120.5,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,-0.580542265,0.166002073,NA,159,0.027556688,-0.905906328,-0.255178201
261,R738,X989,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,91,0,Correlation coefficient,Linear,NA,0.03,NA,NA,NA,NA,>0.05,NA,no change,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,Rocky Mountains region,41.5,-110,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.059519748,0.211494214,NA,91,0.044729803,-0.355008912,0.474048407
261,R739,X990,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,669,0,Correlation coefficient,Linear,NA,0.34,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,Southeast region,32.5,-90,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.722263637,0.08231514,NA,669,0.006775782,0.560925964,0.883601311
261,R740,X991,Precipitation,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Precipitation anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,246,0,Correlation coefficient,Linear,NA,0.14,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 4,10.4081/gh.2014.13,North America,United States of America,Southwest region,33.5,-112,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.281914899,0.129177494,NA,246,0.016686825,0.02872701,0.535102789
261,R741,X992,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,326,0,Correlation coefficient,Linear,NA,0.22,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,Eastern Great Plains region,39.5,-96.5,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.450005897,0.113813627,NA,326,0.012953542,0.226931188,0.673080606
261,R742,X993,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,409,0,Correlation coefficient,Linear,NA,0.32,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,Great Plains region,44.5,-100,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.674274948,0.104574074,NA,409,0.010935737,0.469309762,0.879240133
261,R743,X994,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,652,0,Correlation coefficient,Linear,NA,0.19,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,North Central region,42.5,-88.5,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.386603708,0.079871174,NA,652,0.006379404,0.230056208,0.543151208
261,R744,X995,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,532,0,Correlation coefficient,Linear,NA,0.17,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,Northeast region,42.5,-75,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.344533651,0.088116023,NA,532,0.007764434,0.171826245,0.517241057
261,R745,X996,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,159,0,Correlation coefficient,Linear,NA,0.36,NA,NA,NA,NA,<0.05,NA,increase,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,Northwest region,45.5,-120.5,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.76805108,0.170814724,NA,159,0.02917767,0.43325422,1.102847939
261,R746,X997,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,91,0,Correlation coefficient,Linear,NA,-0.08,NA,NA,NA,NA,>0.05,NA,decrease,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,Rocky Mountains region,41.5,-110,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,-0.15915801,0.212078762,NA,91,0.044977401,-0.574832383,0.256516362
261,R747,X998,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,669,0,Correlation coefficient,Linear,NA,-0.24,NA,NA,NA,NA,<0.05,NA,decrease,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,Southeast region,32.5,-90,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,-0.493895198,0.079741876,NA,669,0.006358767,-0.650189274,-0.337601121
261,R748,X999,Temperature,Human disease incidence,Incidence,Binary county WNV rate high vs low (regional),Maximum temperature anomaly (Nov 2011âFeb 2012; PRISM vs 1981â2010),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,246,0,Correlation coefficient,Linear,NA,0.01,NA,NA,NA,NA,>0.05,NA,no change,Results; Table 5,10.4081/gh.2014.13,North America,United States of America,Southwest region,33.5,-112,2012,2014,1,NA,County-level binary outcome; anomalies from PRISM; coords approximate regional centroid; antecedent winter window,Geospatial Health,NA,new,NA,NA,NA,0.019939459,0.127911686,NA,246,0.016361399,-0.230767446,0.270646363
238,R531,X837,Precipitation,Human seroprevalence,Seroprevalence,Disease risk,Wettest month maximum,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,GL(M)M,Logistic regression,2152,NA,Odds ratio,Linear,NA,1.003,1.001,1.005,95% Confidence,NA,<0.01,2.00E-03,increase,Abstract,10.1371/journal.pntd.0004405,Oceania,Fiji,NA,-17.76925,178.044315,2013,2016,1,NA,N-value is number of cases are raster covers all cases,PLOS neglected tropical diseases,4.548,g,46,178.044315,-17.76925,0.001650934,0.000560713,NA,2152,3.14E-07,0.000551937,0.002749932
104,R217,X381,Humidity,Human disease incidence,Incidence,Cases,Weekly relative,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,GL(M)M,Poisson generalized linear regression,52,NA,Unstandardised coefficient,Linear,NA,-0.196,-0.2115,-0.1805,Std. error,0.0155,<0.0001,0,decrease,Results,10.4269/ajtmh.16-0922,Asia,Malaysia,Kelantan,6.127463,102.242287,2014,2018,1,NA,"N-value is number of months of study, no errors extracted because values didn't add up",American Journal of Tropical Medicine and Hygiene,2.106,g,106,102.242287,6.127463,-3.522673251,0.576575621,NA,52,0.332439447,-4.652761468,-2.392585034
104,R215,X379,Temperature,Human disease incidence,Incidence,Cases,Weekly maximum,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,GL(M)M,Poisson generalized linear regression,52,NA,Unstandardised coefficient,Linear,NA,-0.145,-0.173,-0.117,Std. error,0.0281,<0.0001,0,decrease,Results,10.4269/ajtmh.16-0922,Asia,Malaysia,Kelantan,6.127463,102.242287,2014,2018,1,NA,"N-value is number of months of study, no errors extracted because values didn't add up",American Journal of Tropical Medicine and Hygiene,2.106,g,106,102.242287,6.127463,-1.437506016,0.348370246,NA,52,0.121361829,-2.120311698,-0.754700333
104,R216,X380,Precipitation,Human disease incidence,Incidence,Cases,Weekly total,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,GL(M)M,Poisson generalized linear regression,52,NA,Unstandardised coefficient,Linear,NA,0.008,0.0055,0.0105,Std. error,0.0025,<0.01,2.00E-03,increase,Results,10.4269/ajtmh.16-0922,Asia,Malaysia,Kelantan,6.127463,102.242287,2014,2018,1,NA,"N-value is number of months of study, no errors extracted because values didn't add up",American Journal of Tropical Medicine and Hygiene,2.106,g,106,102.242287,6.127463,0.891452006,0.308881879,NA,52,0.095408015,0.286043524,1.496860488
30,R53,X114,Temperature,Human disease incidence,Cases,Outbreak magnitude,Monthly mean,Plague,Plague,Bacteria,ZVB,Vectored,Yersinia,Flea,Rodents,1.8,GL(M)M,Logistic regression,16837,NA,Unstandardised coefficient,Linear,NA,-0.023148148,-0.091049383,0.043518518,95% Credible,NA,NA,NA,decrease,Results,http://dx.doi.org/10.1098/rspb.2020.0538,Asia,India,NA,NA,NA,1898-1949,2020,1,NA,"N-value is number of climatic records, Measured as Fahrenheit",Proceedings of the Royal Society B: Biological sciences,4.744,g,16,78.9629,20.5937,-0.010393574,0.015414266,NA,16837,0.0002376,-0.040605536,0.019818387
30,R54,X115,Precipitation,Human disease incidence,Cases,Outbreak magnitude,Monthly total,Plague,Plague,Bacteria,ZVB,Vectored,Yersinia,Flea,Rodents,25.4,GL(M)M,Logistic regression,16837,NA,Unstandardised coefficient,Linear,NA,0.002433505,0.001860004,0.003022506,95% Credible,NA,NA,NA,increase,Results,http://dx.doi.org/10.1098/rspb.2020.0538,Asia,India,NA,NA,NA,1898-1949,2020,1,NA,"N-value is number  of climatic records, Measured as Inches",Proceedings of the Royal Society B: Biological sciences,4.744,g,16,78.9629,20.5937,0.126481944,0.015444854,NA,16837,0.000238544,0.096210031,0.156753857
30,R55,X116,Humidity,Human disease incidence,Cases,Outbreak magnitude,Monthly mean,Plague,Plague,Bacteria,ZVB,Vectored,Yersinia,Flea,Rodents,1,GL(M)M,Logistic regression,16837,NA,Unstandardised coefficient,Linear,NA,0.65,0.491,0.809,95% Credible,NA,NA,NA,increase,Abstract,http://dx.doi.org/10.1098/rspb.2020.0538,Asia,India,NA,NA,NA,1898-1949,2020,1,NA,"N-value is number of climatic records, Fahrenheit",Proceedings of the Royal Society B: Biological sciences,4.744,g,16,78.9629,20.5937,0.123502682,0.015443421,NA,16837,0.000238499,0.093233577,0.153771788
213,R469,X755,Precipitation,Human disease incidence,Incidence,Cases,Annual total,Plague,Plague,Bacteria,ZVB,Vectored,Yersinia,Flea,Rodents,1,GL(M)M,Linear regression,215,NA,Correlation coefficient,Linear,NA,-0.21,NA,NA,NA,NA,>0.05,0.14,increase,Abstract,10.4269/ajtmh.1999.61.814,North America,USA,New Mexico,34.572181,-105.903649,1948-1996,1999,1,12,NA,American Journal of Tropical Medicine and Hygiene,2.106,NA,62,-105.903649,34.572181,-0.202280673,0.137579566,NA,215,0.018928137,-0.471936623,0.067375278
171,R434,X646,Humidity,Human disease incidence,Incidence,Logarithmic Incidence,Monthly mean relative,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,(S)ARIMA,Autoregressive integrated moving average model,576,NA,Unstandardised coefficient,Linear,NA,0.0082,0.0044,0.012,Std. error,0.0038,<0.05,3.33E-02,increase,Abstract,10.1007/s00038-011-0236-x,Asia,China,Linyi,35.102074,118.345329,1956-2004,2012,1,NA,N-value is the number of months in the study period,International Journal of Public Health,2.658,g,106,118.345329,35.102074,0.179902098,0.083779755,NA,576,0.007019047,0.015693779,0.344110417
