Response,Specific,Disease,P_V_B,Taxa_genus,Include,reason,type,vector,Environmental_condition,Specific_metric,Specific_scale,Statistical_method,N-value,temp_altered,Type,Linear_Nonlinear,R-squared,Value,Lower,Upper,Error,Std._error,P-value_general,P-value_specific,Direction,Direction_statement,DOI,Reference_ID,Data_ID,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact
Cases,Outbreak magnitude,Plague,B,Yersinia,Y,,HVH,F,Precipitation,Monthly total,25.4,Logistic regression,16837,,Beta coefficient,Linear,,1.57,1.2,1.95,95% Credible,,,,increase,Results,http://dx.doi.org/10.1098/rspb.2020.0538,30,X115,Asia,India,,,,1898-1949,2020,1,,"N-value is number  of climatic records, Measured as Inches",Proceedings of the Royal Society B: Biological sciences,4.744
Cases,Outbreak magnitude,Plague,B,Yersinia,Y,,HVH,F,Humidity,Monthly mean,1,Logistic regression,16837,,Beta coefficient,Linear,,0.65,0.491,0.809,95% Credible,,,,increase,Abstract,http://dx.doi.org/10.1098/rspb.2020.0538,30,X116,Asia,India,,,,1898-1949,2020,1,,"N-value is number of climatic records, Fahrenheit",Proceedings of the Royal Society B: Biological sciences,4.744
Cases,Outbreak magnitude,Plague,B,Yersinia,Y,,HVH,F,Temperature,Monthly mean,1.8,Logistic regression,16837,,Beta coefficient,Linear,,-0.075,-0.295,0.141,95% Credible,,,,decrease,Results,http://dx.doi.org/10.1098/rspb.2020.0538,30,X114,Asia,India,,,,1898-1949,2020,1,,"N-value is number of climatic records, Measured as Fahrenheit",Proceedings of the Royal Society B: Biological sciences,4.744
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,Monthly mean,1,General additiive model,166839,,,Non-linear,,,,,,,,,increase,Discussion,10.1111/gcb.16395,31,X117,Asia,China,,,,2010-2019,2022,1,2,Model 7 results used as paper stated this was the optimal explanatory model,Global Change Biology,9.682
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Precipitation,Monthly total,1,General additiive model,166839,,,Non-linear,,,,,,,,,increase,Discussion,10.1111/gcb.16395,31,X118,Asia,China,,,,2010-2019,2022,1,2,Model 7 results used as paper stated this was the optimal explanatory model,Global Change Biology,9.682
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Humidity,Monthly mean,1,General additiive model,166839,,,Non-linear,,,,,,,,,increase,Discussion,10.1111/gcb.16395,31,X119,Asia,China,,,,2010-2019,2022,1,2,Model 7 results used as paper stated this was the optimal explanatory model,Global Change Biology,9.682
Incidence,Cases,MERS-CoV,V, Betacoronavirus,Y,,HH,,Temperature,Monthly mean,1,Poisson regression,84,,Incidence rate ratio,Linear,,1.054,1.043,1.065,95% Confidence,,<0.001,0.001,increase,Abstract,https://doi.org/10.1016/j.jiph.2019.11.011,32,X120,Asia,Saudi Arabia,Riyadh,24.774265,46.738586,2012-2018,2019,1,,N-value is number of months of study,Journal of Infection and Public Health,3.357
Incidence,Cases,MERS-CoV,V, Betacoronavirus,Y,,HH,,Humidity,Monthly relative,1,Poisson regression,84,,Incidence rate ratio,Linear,,0.956,0.948,0.968,95% Confidence,,<0.001,0.001,decrease,Abstract,https://doi.org/10.1016/j.jiph.2019.11.011,32,X121,Asia,Saudi Arabia,Riyadh,24.774265,46.738586,2012-2018,2019,1,,N-value is number of months of study,Journal of Infection and Public Health,3.357
Cases,Cases,Plague,B,Yersinia,Y,,HVH,F,Precipitation,Monthly total,1,Multivariable logitstic regression,108,,Odds ratio,Linear,,2.34,1.55,4.16,95% Confidence,,<0.0001,,increase,Abstract,10.4269/ajtmh.2012.11-0569,34,X135,Africa,Uganda,West nile region,3,31.2,1999-2008,2012,1,,"February (driest), N-value is number of months of study",American Journal of Tropical Medicine and Hygiene,2.106
Cases,Cases,Plague,B,Yersinia,Y,,HVH,F,Precipitation,Monthly total,1,Multivariable logitstic regression,108,,Odds ratio,Linear,,1.04,1.02,1.07,95% Confidence,,<0.0001,,increase,Abstract,10.4269/ajtmh.2012.11-0569,34,X134,Africa,Uganda,West nile region,3,31.2,1999-2008,2012,1,,"October (rainiest), N-value is number of months of study",American Journal of Tropical Medicine and Hygiene,2.106
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Time-series poisson regression,120,,Incidence rate ratio,Linear,,1.168,1.115,1.223,95% Confidence,,<0.0001,0,increase,Results,10.1289/ehp.0901504,35,X139,Asia,China,Molidawahaner,49.113162,124.796886,1997-2007,2010,1,5,N-value is number of months of study,Environmental Health Perspectives,6.924
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Time-series poisson regression,120,,Incidence rate ratio,Linear,,1.114,1.018,1.219,95% Confidence,,<0.05,0.019,increase,Results,10.1289/ehp.0901504,35,X136,Asia,China,Elunchun,50.591858,123.726194,1997-2007,2010,1,4,N-value is number of months of study,Environmental Health Perspectives,6.924
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Time-series poisson regression,120,,Incidence rate ratio,Linear,,1.032,1.017,1.046,95% Confidence,,<0.0001,0,increase,Results,10.1289/ehp.0901504,35,X141,Asia,China,Molidawahaner,49.113162,124.796886,1997-2007,2010,1,4,N-value is number of months of study,Environmental Health Perspectives,6.924
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Time-series poisson regression,120,,Incidence rate ratio,Linear,,1.029,1.014,1.044,95% Confidence,,<0.0001,0,increase,Results,10.1289/ehp.0901504,35,X138,Asia,China,Elunchun,50.591858,123.726194,1997-2007,2010,1,3,N-value is number of months of study,Environmental Health Perspectives,6.924
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly mean,1,Time-series poisson regression,120,,Incidence rate ratio,Linear,,1.011,1.002,1.019,95% Confidence,,<0.05,0.017,increase,Results,10.1289/ehp.0901504,35,X137,Asia,China,Elunchun,50.591858,123.726194,1997-2007,2010,1,3,N-value is number of months of study,Environmental Health Perspectives,6.924
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly mean,1,Time-series poisson regression,120,,Incidence rate ratio,Linear,,1.005,1.002,1.008,95% Confidence,,<0.0001,0,increase,Results,10.1289/ehp.0901504,35,X140,Asia,China,Molidawahaner,49.113162,124.796886,1997-2007,2010,1,4,N-value is number of months of study,Environmental Health Perspectives,6.924
Incidence,Monthly Incidence,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Temperature,Monthly mean minimum,1,Multiple linear regression,693,,Correlation coefficient,Linear,0.232,0.064,0.04,0.088,Std. error,0.024,<0.05,0.011,increase,Discussion,10.1089/153036603768395807,36,X142,Asia,China,Jieshou,33.26338,115.36108,1980-1996,2003,1,1,Crude n-value calculated as the average Incidence of study period multiplied by the population in 1996,Mary Ann Liebert: vector-borne and zoonotic diseases,2.2
Incidence,Monthly Incidence,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Precipitation,Monthly total,1,Multiple linear regression,693,,Correlation coefficient,Linear,0.232,0.022,0.014,0.03,Std. error,0.008,<0.01,0.009,increase,Discussion,10.1089/153036603768395807,36,X143,Asia,China,Jieshou,33.26338,115.36108,1980-1996,2003,1,1,Crude n-value calculated as the average Incidence of study period multiplied by the population in 1997,Mary Ann Liebert: vector-borne and zoonotic diseases,2.2
Incidence,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,Monthly mean,1,Generalised linear model,120,,Incidence rate ratio,Linear,,1.193,1.095,1.301,95% Confidence,,<0.05,,increase,Abstract,https://doi.org/10.1016/j.envres.2019.06.004,37,X146,Asia,China,Yilong,31.51986111,106.4016667,2006-2016,2019,1,3,N-value is number of months of study,Mary Ann Liebert: vector-borne and zoonotic diseases,2.2
Incidence,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Monthly total,1,Generalised linear model,120,,Incidence rate ratio,Linear,,1.013,1.003,1.023,95% Confidence,,<0.05,,increase,Abstract,https://doi.org/10.1016/j.envres.2019.06.004,37,X147,Asia,China,Yilong,31.51986111,106.4016667,2006-2016,2019,1,1,N-value is number of months of study,Mary Ann Liebert: vector-borne and zoonotic diseases,2.2
Incidence,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Monthly total,1,Generalised linear model,120,,Incidence rate ratio,Linear,,0.989,0.985,0.993,95% Confidence,,<0.05,,decrease,Abstract,https://doi.org/10.1016/j.envres.2019.06.004,37,X145,Asia,China,Mengla,21.4667,101.5833,2006-2016,2019,1,6,N-value is number of months of study,Mary Ann Liebert: vector-borne and zoonotic diseases,2.2
Incidence,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,,1,Generalised linear model,120,,Incidence rate ratio,Linear,,0.857,0.792,0.929,95% Confidence,,<0.05,,decrease,Abstract,https://doi.org/10.1016/j.envres.2019.06.004,37,X144,Asia,China,Mengla,21.4667,101.5833,2006-2016,2019,1,1,N-value is number of months of study,Mary Ann Liebert: vector-borne and zoonotic diseases,2.2
Incidence,Incidence,Cryptosporidiosis,P,Cryptosporidium,Y,,HH,,Temperature,Monthly mean,1,Seasonal ARIMA,132,,Beta coefficient,Linear,,0.13,0.09,0.17,Std. error,0.04,<0.01,,increase,Abstract,10.1371/journal.pone.0083484,38,X149,Oceania,New Zealand,,,,1997-2008,2013,1,1,N-value is the number of months in the study period (cases were aggregated monthly),PLOS One,3.272
Incidence,Incidence,Salmonellosis,B,Salmonella,Y,,HVH,T,Temperature,Monthly mean,1,Seasonal ARIMA,132,,Beta coefficient,Linear,,0.11,0.09,0.13,Std. error,0.02,<0.001,,increase,Abstract,10.1371/journal.pone.0083484,38,X148,Oceania,New Zealand,,,,1997-2008,2013,1,,N-value is the number of months in the study period (cases were aggregated monthly),PLOS One,3.272
Incidence,Incidence,Campylobacteriosis,B,Campylobacter,Y,,HH,,Temperature,Monthly mean,1,Seasonal ARIMA,132,,Beta coefficient,Linear,,0.01,0,0.02,Std. error,0.01,>0.05,0.48,increase,Abstract,10.1371/journal.pone.0083484,38,X152,Oceania,New Zealand,,,,1997-2008,2013,1,2,N-value is the number of months in the study period (cases were aggregated monthly),PLOS One,3.272
Cases,Cases,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Annual mean,1,Spearman rank correlation,43,,Correlation coefficient,Linear,,0.3,,,,,<0.05,0.032,increase,Abstract,10.3201/eid1603.081364,39,X153,Europe,Slovakia,,,,1961-2004,2010,1,,N-value is number of years of study,Emerging Infectious Diseases,4.568
Incidence,Incidence,Brucellosis,B,Brucella,Y,,HH,,Humidity,Monthly relative,1,Spearman rank correlation,39854,,Correlation coefficient,Linear,,-0.18,,,,,<0.05,0.03,decrease,Abstract,https://doi.org/10.1016/j.scitotenv.2019.135491,126,X478,Asia,China,Hebei province,39.074094,115.983687,2004-2015,2020,1,,"Can't access, Incidence of population was calculated as a value for 10^5",Science of The Total Environment,8.01
Incidence,Incidence,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Humidity,Monthly mean relative,1,Time-series poisson regression,358,,Relative risk,Linear,,1.059,1.043,1.075,95% Confidence,,<0.001,,increase,Abstract,https://doi.org/10.24321/0019.5138.201729,41,X157,Asia,India,Bihar state,25.708597,85.803162,2009-2014,2017,1,1,n-value calculated from fig 2 observed cases,Journal of Communicable Diseases,0.214
Incidence,Incidence,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Precipitation,Monthly mean,1,Time-series poisson regression,358,,Relative risk,Linear,,1.002,1.001,1.004,95% Confidence,,<0.05,0.049,increase,Abstract,https://doi.org/10.24321/0019.5138.201729,41,X156,Asia,India,Bihar state,25.708597,85.803162,2009-2014,2017,1,2,n-value calculated from fig 2 observed cases,Journal of Communicable Diseases,0.214
Incidence,Incidence,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Temperature,Monthly mean,1,Time-series poisson regression,358,,Relative risk,Linear,,0.909,0.825,1.002,95% Confidence,,>0.05,0.057,decrease,Abstract,https://doi.org/10.24321/0019.5138.201729,41,X155,Asia,India,Bihar state,25.708597,85.803162,2009-2014,2017,1,3,n-value calculated from fig 2 observed cases,Journal of Communicable Diseases,0.214
Incidence,Annual Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Autumn mean minimum,1,Spearman rank correlation,16,,Correlation coefficient,Linear,,0.51,,,,,<0.05,0.04,increase,Abstract,https://doi.org/10.1093/ije/31.1.189,42,X158,Asia,China,Yinshang,32.62945,116.27013,1980-1996,2002,1,,N-value - number of meteorological stations (1) * number of years in study (16),International Journal of Epidemiology,6.012
Incidence,Annual Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Autumn total,1,Multiple linear regression,16,,Beta coefficient,Linear,0.89,-0.0152,-0.0204,-0.01,Std. error,0.0052,<0.01,0.01,decrease,Results,https://doi.org/10.1093/ije/31.1.189,42,X160,Asia,China,Yinshang,32.62945,116.27013,1980-1996,2003,1,,N-value - number of meteorological stations (1) * number of years in study (16),International Journal of Epidemiology,6.012
Incidence,Annual Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Autumn total,1,Spearman rank correlation,16,,Correlation coefficient,Linear,,-0.63,,,,,<0.01,0.009,decrease,Abstract,https://doi.org/10.1093/ije/31.1.189,42,X159,Asia,China,Yinshang,32.62945,116.27013,1980-1996,2002,1,,N-value - number of meteorological stations (1) * number of years in study (16),International Journal of Epidemiology,6.012
Incidence,Cases,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Daily mean,1,Linear regression,4472,,Correlation coefficient,Linear,,0.68,,,,,<0.01,,increase,Discussion,10.1007/s00436-008-1061-x,43,X161,Europe,Czech Republic,,,,1994-2004,2008,1,,N-value = number of stations (86) * number of weeks in year (52),Parasitology Research,2.172
Incidence,Cases,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Precipitation,daily total,1,Linear regression,4472,,Correlation coefficient,Linear,,0.31,,,,,<0.01,,increase,Discussion,10.1007/s00436-008-1061-x,43,X162,Europe,Czech Republic,,,,1994-2004,2008,1,,N-value = number of stations (86) * number of weeks in year (52),Parasitology Research,2.172
Incidence,Cases,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Humidity,Daily mean,1,Linear regression,4472,,Correlation coefficient,Linear,,-0.24,,,,,<0.01,,decrease,Discussion,10.1007/s00436-008-1061-x,43,X163,Europe,Czech Republic,,,,1994-2004,2008,1,,N-value = number of stations (86) * number of weeks in year (52),Parasitology Research,2.172
Incidence,Cases,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Precipitation,seasonal total,1,Seasonal autoregressive integrated moving average models,156,,Beta coefficient,Linear,,0.68,0.576,0.784,Std. error,0.104,<0.0001,0,increase,Discussion,10.3855/jidc.4020,45,X169,Asia,Iran,Sistan-va-Baluchistan,29.850463,60.029143,2000-2012,2014,1,5,N-value is number of months in study,Journal of Infection in Developing Countries,0.918
Incidence,Cases,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Humidity,seasonal mean relative,1,Seasonal autoregressive integrated moving average models,156,,Beta coefficient,Linear,,0.58,0.476,0.684,Std. error,0.104,<0.01,,increase,Discussion,10.3855/jidc.4020,45,X170,Asia,Iran,Sistan-va-Baluchistan,29.850463,60.029143,2000-2012,2014,1,5,N-value is number of months in study,Journal of Infection in Developing Countries,0.918
Incidence,Cases,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Temperature,seasonal mean,1,Seasonal autoregressive integrated moving average models,156,,Beta coefficient,Linear,,0.43,0.313,0.547,Std. error,0.117,<0.001,,increase,Discussion,10.3855/jidc.4020,45,X168,Asia,Iran,Sistan-va-Baluchistan,29.850463,60.029143,2000-2012,2014,1,2,N-value is number of months in study,Journal of Infection in Developing Countries,0.918
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Weekly maximum,1,Generalised estimating equations,39349,,Percent change,Linear,,1.6,1,2.2,95% Confidence,,,,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2018.04.407,90,X339,Asia,China,,,,2005-2014,2018,1,,Can’t access without UCL permission,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Weekly mean relative,1,Generalised estimating equations,39349,,Percent change,Linear,,0.9,0.5,1.2,95% Confidence,,,,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2018.04.407,90,X341,Asia,China,,,,2005-2014,2018,1,,Can’t access without UCL permission,Science of The Total Environment,8.01
Cases,Occurrence,Lassa fever,V,Arenaviridae,Y,,HH,,Temperature,Weekly maximum,1,Pearson correlation,260,,Correlation coefficient,Linear,0.7,0.094,,,,,>0.05,0.3,increase,Abstract,10.9734/IJTDH/2021/v42i2330562,47,X173,Africa,Nigeria,Northern,,,2016-2020,2021,1,,"N-value is number of weeks of study, Adamawa, Bauchi, Jigawa, Borno, Kaduna, Katsina, Kano, Kebbi, Sokoto, Taraba, Yobe, Zamfara and Gombe",International Journal of Tropical Disease & Health,
Cases,Occurrence,Lassa fever,V,Arenaviridae,Y,,HH,,Precipitation,Weekly total,1,Pearson correlation,260,,Correlation coefficient,Linear,0.7,-0.494,,,,,<0.0001,0,decrease,Abstract,10.9734/IJTDH/2021/v42i2330562,47,X174,Africa,Nigeria,Northern,,,2016-2020,2021,1,,"N-value is number of weeks of study, Adamawa, Bauchi, Jigawa, Borno, Kaduna, Katsina, Kano, Kebbi, Sokoto, Taraba, Yobe, Zamfara and Gombe",International Journal of Tropical Disease & Health,
Cases,Occurrence,Lassa fever,V,Arenaviridae,Y,,HH,,Humidity,Weekly mean relative,1,Pearson correlation,260,,Correlation coefficient,Linear,0.7,-0.726,,,,,<0.0001,0,decrease,Abstract,10.9734/IJTDH/2021/v42i2330562,47,X175,Africa,Nigeria,Northern,,,2016-2020,2021,1,,"N-value is number of weeks of study, Adamawa, Bauchi, Jigawa, Borno, Kaduna, Katsina, Kano, Kebbi, Sokoto, Taraba, Yobe, Zamfara and Gombe",International Journal of Tropical Disease & Health,
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Weekly total,1,Generalised estimating equations,39349,,Percent change,Linear,,0.2,0.1,0.3,95% Confidence,,,,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2018.04.407,90,X340,Asia,China,,,,2005-2014,2018,1,,Can’t access without UCL permission,Science of The Total Environment,8.01
Incidence,Incidence,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Minimum total,100,Negative binomial regression,9928,,Incidence rate ratio,Linear,,0.998,0.997,0.999,95% Confidence,,<0.001,,decrease,Discussion,10.1590/0102-311XER118417,67,X254,South America,Colombia,,,,2007-2016,2019,1,,Ratio was for every 100mm of rainfall,Cad. saúde pública,
